id,nom,supertype,rarity,set_name,set_annee,numero,hp,artist,subtypes,types,prix_market,prix_mid,type_prix
xy7-9,Combee,Pokémon,Common,Ancient Origins,2015,9,40,Sumiyoshi Kizuki,Basic,Grass,0.17,0.2,normal
neo4-9,Dark Scizor,Pokémon,Rare Holo,Neo Destiny,2002,9,70,Mitsuhiro Arita,Stage 1,Metal,,,
ecard2-H11,Houndoom,Pokémon,Rare Holo,Aquapolis,2003,H11,70,Hajime Kusajima,Stage 1,Darkness,25.0,1286.0,holofoil
bw9-7,Grovyle,Pokémon,Uncommon,Plasma Freeze,2013,7,80,Suwama Chiaki,Stage 1,Grass,0.52,0.5,normal
sm12-8,Sunflora,Pokémon,Rare,Cosmic Eclipse,2019,8,90,Yumi,Stage 1,Grass,0.33,0.35,normal
bw2-3,Sewaddle,Pokémon,Common,Emerging Powers,2011,3,40,Kagemaru Himeno,Basic,Grass,0.33,0.3,normal
dpp-DP08,Shieldon,Pokémon,Promo,DP Black Star Promos,2007,DP08,80,Kouki Saitou,Stage 1,Metal,5.97,9.06,holofoil
base5-8,Dark Gyarados,Pokémon,Rare Holo,Team Rocket,2000,8,70,Kagemaru Himeno,Stage 1,Water,,,
ru1-8,Zapdos,Pokémon,,Pokémon Rumble,2009,8,100,Pokemon Rumble,Basic,Lightning,105.56,299.98,normal
pop7-9,Stantler,Pokémon,Uncommon,POP Series 7,2008,9,70,Kouki Saitou,Basic,Colorless,9.2,15.95,normal
swsh1-8,Durant,Pokémon,Rare,Sword & Shield,2020,8,110,Miki Tanaka,Basic,Grass,0.22,0.22,normal
dp3-11,Jumpluff,Pokémon,Rare Holo,Secret Wonders,2007,11,90,Kagemaru Himeno,Stage 2,Grass,9.45,4.5,holofoil
swsh2-2,Metapod,Pokémon,Uncommon,Rebel Clash,2020,2,80,Asako Ito,Stage 1,Grass,0.33,0.36,normal
xy5-9,Sceptile,Pokémon,Rare Holo,Primal Clash,2015,9,140,hatachu,Stage 2,Grass,10.71,9.28,holofoil
bwp-BW02,Tepig,Pokémon,Promo,BW Black Star Promos,2011,BW02,70,Ken Sugimori,Basic,Fire,2.36,2.53,holofoil
xy11-10,Nuzleaf,Pokémon,Uncommon,Steam Siege,2016,10,70,Ayaka Yoshida,Stage 1,Grass,0.1,0.19,normal
ex12-11,Muk,Pokémon,Rare Holo,Legend Maker,2006,11,70,Midori Harada,Stage 1,Grass,16.44,22.6,holofoil
xy8-4,Cacnea,Pokémon,Common,BREAKthrough,2015,4,60,Yuka Morii,Basic,Grass,0.39,0.4,normal
basep-7,Jigglypuff,Pokémon,Promo,Wizards Black Star Promos,1999,7,50,Keiji Kinebuchi,Basic,Colorless,33.3,36.77,normal
hgss4-10,Spiritomb,Pokémon,Rare Holo,HS—Triumphant,2010,10,60,Shizurow,Basic,Psychic,4.63,5.65,holofoil
det1-11,Mr. Mime,Pokémon,Rare,Detective Pikachu,2019,11,80,MPC Film,Basic,Psychic,2.04,1.86,holofoil
swsh4-6,Yanma,Pokémon,Common,Vivid Voltage,2020,6,80,MAHOU,Basic,Grass,0.08,0.15,normal
swsh35-9,Sizzlipede,Pokémon,Common,Champion's Path,2020,9,70,Akira Komayama,Basic,Fire,0.12,0.15,normal
xy6-4,Silcoon,Pokémon,Uncommon,Roaring Skies,2015,4,80,Shigenori Negishi,Stage 1,Grass,0.19,0.24,normal
pop1-9,Pupitar,Pokémon,Uncommon,POP Series 1,2004,9,70,Hisao Nakamura,Stage 1,Fighting,11.19,14.98,normal
bw10-10,Genesect,Pokémon,Rare,Plasma Blast,2013,10,100,Masakazu Fukuda,Basic,Grass,0.65,0.54,normal
si1-10,Tentacruel,Pokémon,,Southern Islands,2001,10,60,Naoyo Kimura,Stage 1,Water,40.54,74.5,normal
pl3-7,Metagross,Pokémon,Rare Holo,Supreme Victors,2009,7,130,Kagemaru Himeno,Stage 2,Metal,9.3,14.48,holofoil
mcd19-11,Alolan Dugtrio,Pokémon,,McDonald's Collection 2019,2019,11,60,Megumi Mizutani,Stage 1,Metal,8.19,8.58,holofoil
sm1-7,Surskit,Pokémon,Common,Sun & Moon,2017,7,50,Kyoko Umemoto,Basic,Grass,0.12,0.15,normal
pl4-9,Swalot,Pokémon,Rare Holo,Arceus,2009,9,100,Aya Kusube,Stage 1,Psychic,3.18,3.31,holofoil
ex10-8,Jolteon,Pokémon,Rare Holo,Unseen Forces,2005,8,70,Mitsuhiro Arita,Stage 1,Lightning,54.88,414.9,holofoil
sm3-8,Tangrowth,Pokémon,Rare,Burning Shadows,2017,8,140,tetsuya koizumi,Stage 1,Grass,0.19,0.25,normal
sm2-8,Wimpod,Pokémon,Common,Guardians Rising,2017,8,70,match,Basic,Grass,0.22,0.2,normal
xy12-2,M Venusaur-EX,Pokémon,Rare Holo EX,Evolutions,2016,2,230,5ban Graphics,"MEGA, EX",Grass,12.2,13.0,holofoil
sm9-9,Pinsir,Pokémon,Rare,Team Up,2019,9,120,Eri Yamaki,Basic,Grass,0.34,0.35,normal
xy10-7,Serperior,Pokémon,Rare,Fates Collide,2016,7,140,You Iribi,Stage 2,Grass,0.58,0.54,normal
ex9-10,Sceptile,Pokémon,Rare Holo,Emerald,2005,10,100,Mitsuhiro Arita,Stage 2,Grass,35.69,24.99,holofoil
dp1-7,Luxray,Pokémon,Rare Holo,Diamond & Pearl,2007,7,120,Mikiko Takeda,Stage 2,Lightning,22.85,32.4,holofoil
base1-8,Machamp,Pokémon,Rare Holo,Base,1999,8,100,Ken Sugimori,Stage 2,Fighting,,,
hgss3-3,Forretress,Pokémon,Rare Holo,HS—Undaunted,2010,3,90,Kyoko Umemoto,Stage 1,Metal,3.37,4.94,holofoil
hgss1-11,Shuckle,Pokémon,Rare Holo,HeartGold & SoulSilver,2010,11,60,Sumiyoshi Kizuki,Basic,Grass,18.84,29.99,holofoil
ex13-7,Flygon δ,Pokémon,Rare Holo,Holon Phantoms,2006,7,110,Kagemaru Himeno,Stage 2,"Grass, Metal",37.69,84.99,holofoil
sm115-10,Magmar,Pokémon,Uncommon,Hidden Fates,2019,10,90,Satoshi Shirai,Basic,Fire,0.06,0.19,normal
bw11-9,Sewaddle,Pokémon,Common,Legendary Treasures,2013,9,50,Yuka Morii,Basic,Grass,0.74,0.61,normal
xy0-2,Pansage,Pokémon,,Kalos Starter Set,2013,2,70,Masakazu Fukuda,Basic,Grass,0.54,0.5,normal
ecard1-1,Alakazam,Pokémon,Rare Holo,Expedition Base Set,2002,1,100,Hajime Kusajima,Stage 2,Psychic,228.82,265.0,holofoil
neo1-1,Ampharos,Pokémon,Rare Holo,Neo Genesis,2000,1,80,Ken Sugimori,Stage 2,Lightning,,,
neo2-1,Espeon,Pokémon,Rare Holo,Neo Discovery,2001,1,80,Atsuko Nishida,Stage 1,Psychic,,,
base2-1,Clefable,Pokémon,Rare Holo,Jungle,1999,1,70,Mitsuhiro Arita,Stage 1,Colorless,,,
sm10-1,Pheromosa & Buzzwole-GX,Pokémon,Rare Holo GX,Unbroken Bonds,2019,1,260,Mitsuhiro Arita,"Basic, TAG TEAM, GX, Ultra Beast",Grass,10.79,11.0,holofoil
xyp-XY01,Chespin,Pokémon,Promo,XY Black Star Promos,2013,XY01,60,5ban Graphics,Basic,Grass,3.97,3.94,holofoil
ex1-1,Aggron,Pokémon,Rare Holo,Ruby & Sapphire,2003,1,110,Mitsuhiro Arita,Stage 2,Metal,22.63,38.47,holofoil
bw5-6,Leafeon,Pokémon,Rare,Dark Explorers,2012,6,90,Ryo Ueda,Stage 1,Grass,9.43,10.99,normal
sm35-1,Bulbasaur,Pokémon,Common,Shining Legends,2017,1,70,Mizue,Basic,Grass,0.5,0.5,normal
pop8-1,Heatran,Pokémon,Rare,POP Series 8,2008,1,100,Ken Sugimori,Basic,Fire,1.81,1.3,normal
pl1-12,Palkia G,Pokémon,Rare Holo,Platinum,2009,12,100,Yusuke Ishikawa,"Basic, SP",Water,13.34,17.99,holofoil
ex6-4,Ditto,Pokémon,Rare Holo,FireRed & LeafGreen,2004,4,60,Miki Tanaka,Basic,Colorless,111.98,114.99,normal
bw4-9,Amoonguss,Pokémon,Rare,Next Destinies,2012,9,90,Kouki Saitou,Stage 1,Grass,0.47,0.49,normal
base1-9,Magneton,Pokémon,Rare Holo,Base,1999,9,60,Keiji Kinebuchi,Stage 1,Lightning,34.88,29.45,holofoil
basep-8,Mew,Pokémon,Promo,Wizards Black Star Promos,1999,8,50,Ken Sugimori,Basic,Psychic,9.4,9.08,normal
pl4-10,Tangrowth,Pokémon,Rare Holo,Arceus,2009,10,110,Masakazu Fukuda,Stage 1,Grass,4.31,4.07,holofoil
bw1-7,Pansage,Pokémon,Common,Black & White,2011,7,60,sui,Basic,Grass,0.22,0.24,normal
neo2-2,Forretress,Pokémon,Rare Holo,Neo Discovery,2001,2,80,CR CG gangs,Stage 1,Metal,,,
xyp-XY02,Fennekin,Pokémon,Promo,XY Black Star Promos,2013,XY02,60,5ban Graphics,Basic,Fire,5.01,3.99,holofoil
bwp-BW03,Oshawott,Pokémon,Promo,BW Black Star Promos,2011,BW03,60,Ken Sugimori,Basic,Water,4.15,3.81,holofoil
ex9-11,Swampert,Pokémon,Rare Holo,Emerald,2005,11,110,Atsuko Nishida,Stage 2,Water,73.23,84.91,holofoil
bw2-4,Sewaddle,Pokémon,Common,Emerging Powers,2011,4,50,Naoki Saito,Basic,Grass,0.41,0.37,normal
xy1-9,Illumise,Pokémon,Uncommon,XY,2014,9,70,Kanako Eo,Basic,Grass,0.27,0.26,normal
bw7-9,Celebi-EX,Pokémon,Rare Holo EX,Boundaries Crossed,2012,9,110,Toyste Beach,"Basic, EX",Grass,29.92,29.95,holofoil
mcd19-12,Eevee,Pokémon,,McDonald's Collection 2019,2019,12,60,Atsuko Nishida,Basic,Colorless,18.06,16.58,holofoil
pop2-4,Suicune,Pokémon,Rare,POP Series 2,2005,4,70,Kouki Saitou,Basic,Water,19.74,111.2,normal
pl3-8,Rayquaza C,Pokémon,Rare Holo,Supreme Victors,2009,8,100,kawayoo,"Basic, SP",Colorless,66.37,74.28,holofoil
ex8-9,Jirachi,Pokémon,Rare Holo,Deoxys,2005,9,60,Sumiyoshi Kizuki,Basic,Metal,80.0,225.0,holofoil
smp-SM02,Litten,Pokémon,Promo,SM Black Star Promos,2017,SM02,60,Megumi Mizutani,Basic,Fire,1.37,1.99,holofoil
sm6-2a,Alolan Exeggutor,Pokémon,Rare,Forbidden Light,2018,2a,160,kawayoo,Stage 1,Grass,,,
dp1-8,Magnezone,Pokémon,Rare Holo,Diamond & Pearl,2007,8,120,Nakaoka,Stage 2,Metal,9.08,8.67,holofoil
sm75-8,Darumaka,Pokémon,Common,Dragon Majesty,2018,8,70,Mitsuhiro Arita,Basic,Fire,0.2,0.25,normal
hgss3-4,Gliscor,Pokémon,Rare Holo,HS—Undaunted,2010,4,90,Naoki Saito,Stage 1,Fighting,7.04,5.8,holofoil
xy5-10,Lotad,Pokémon,Common,Primal Clash,2015,10,60,Kanako Eo,Basic,Grass,0.22,0.24,normal
sm115-11,Psyduck,Pokémon,Common,Hidden Fates,2019,11,60,nagimiso,Basic,Water,0.27,0.27,normal
neo4-10,Dark Typhlosion,Pokémon,Rare Holo,Neo Destiny,2002,10,80,Mitsuhiro Arita,Stage 2,Fire,,,
swsh35-10,Centiskorch,Pokémon,Rare Holo,Champion's Path,2020,10,130,Shin Nagasawa,Stage 1,Fire,0.2,0.25,holofoil
sm9-10,Shaymin ◇,Pokémon,Rare Prism Star,Team Up,2019,10,80,kawayoo,"Basic, Prism Star",Grass,5.18,5.0,holofoil
pop7-10,Wormadam Sandy Cloak,Pokémon,Uncommon,POP Series 7,2008,10,80,Kagemaru Himeno,Stage 1,Fighting,6.33,7.69,normal
xy11-11,Shiftry,Pokémon,Rare Holo,Steam Siege,2016,11,140,Kagemaru Himeno,Stage 2,"Grass, Darkness",0.49,0.53,holofoil
xy8-5,Pansage,Pokémon,Common,BREAKthrough,2015,5,60,Hajime Kusajima,Basic,Grass,0.14,0.19,normal
gym2-10,Koga's Ditto,Pokémon,Rare Holo,Gym Challenge,2000,10,40,Ken Sugimori,Basic,Colorless,,,
si1-11,Marill,Pokémon,,Southern Islands,2001,11,40,Naoyo Kimura,Basic,Water,114.25,110.0,reverseHolofoil
xy7-10,Vespiquen,Pokémon,Uncommon,Ancient Origins,2015,10,90,kawayoo,Stage 1,Grass,0.21,0.22,normal
xy10-8,Deerling,Pokémon,Common,Fates Collide,2016,8,60,Kanako Eo,Basic,Grass,0.25,0.25,normal
col1-9,Ho-Oh,Pokémon,Rare Holo,Call of Legends,2011,9,100,Ryo Ueda,Basic,Fire,29.4,34.99,holofoil
ex5-3,Crobat,Pokémon,Rare Holo,Hidden Legends,2004,3,90,Midori Harada,Stage 2,Grass,17.7,49.99,holofoil
ex4-10,Team Magma's Houndoom,Pokémon,Rare Holo,Team Magma vs Team Aqua,2004,10,70,Ken Ikuji,Stage 1,"Fire, Darkness",153.56,199.99,holofoil
sm1-8,Masquerain,Pokémon,Rare,Sun & Moon,2017,8,90,miki kudo,Stage 1,Grass,0.19,0.2,normal
bw6-9,Cascoon,Pokémon,Uncommon,Dragons Exalted,2012,9,80,match,Stage 1,Grass,0.45,0.4,normal
bw5-7,Dwebble,Pokémon,Common,Dark Explorers,2012,7,60,Akira Komayama,Basic,Grass,0.33,0.29,normal
sm11-3,Yanmega,Pokémon,Uncommon,Unified Minds,2019,3,120,Hitoshi Ariga,Stage 1,Grass,0.12,0.22,normal
xy4-8,Karrablast,Pokémon,Common,Phantom Forces,2014,8,50,Sanosuke Sakuma,Basic,Grass,0.13,0.2,normal
ex13-8,Gyarados δ,Pokémon,Rare Holo,Holon Phantoms,2006,8,90,Hajime Kusajima,Stage 1,"Lightning, Metal",243.24,295.0,holofoil
pop5-5,Charmeleon δ,Pokémon,Uncommon,POP Series 5,2007,5,70,Mitsuhiro Arita,Stage 1,Lightning,76.83,73.16,normal
ex11-11,Metagross δ,Pokémon,Rare Holo,Delta Species,2005,11,100,Masakazu Fukuda,Stage 2,"Lightning, Metal",56.33,50.0,holofoil
dv1-11,Rayquaza,Pokémon,Rare Holo,Dragon Vault,2012,11,120,5ban Graphics,Basic,Dragon,33.74,45.0,holofoil
bw8-6,Cherubi,Pokémon,Common,Plasma Storm,2013,6,40,sui,Basic,Grass,0.28,0.28,normal
gym1-8,Lt. Surge's Magneton,Pokémon,Rare Holo,Gym Heroes,2000,8,70,Ken Sugimori,Stage 1,Lightning,,,
xy2-11,Charizard-EX,Pokémon,Rare Holo EX,Flashfire,2014,11,180,Eske Yoshinob,"Basic, EX",Fire,14.37,14.61,holofoil
neo3-8,Houndoom,Pokémon,Rare Holo,Neo Revelation,2001,8,70,Mitsuhiro Arita,Stage 1,Darkness,,,
swsh2-3,Butterfree,Pokémon,Rare,Rebel Clash,2020,3,140,Taira Akitsu,Stage 2,Grass,0.29,0.29,normal
ex3-8,Plusle,Pokémon,Rare Holo,Dragon,2003,8,50,Atsuko Nishida,Basic,Lightning,89.16,84.57,holofoil
ex14-6,Ludicolo δ,Pokémon,Rare Holo,Crystal Guardians,2006,6,100,Masakazu Fukuda,Stage 2,Fire,27.17,30.0,holofoil
dpp-DP09,Torterra LV.X,Pokémon,Promo,DP Black Star Promos,2007,DP09,160,Shizurow,Level-Up,Grass,38.27,73.47,holofoil
ru1-9,Mewtwo,Pokémon,,Pokémon Rumble,2009,9,100,Pokemon Rumble,Basic,Psychic,450.0,244.19,holofoil
ex1-2,Beautifly,Pokémon,Rare Holo,Ruby & Sapphire,2003,2,80,Hajime Kusajima,Stage 2,Grass,18.42,30.21,holofoil
sm35-2,Ivysaur,Pokémon,Common,Shining Legends,2017,2,100,Kouki Saitou,Stage 1,Grass,0.34,0.35,normal
base4-9,Magneton,Pokémon,Rare Holo,Base Set 2,2000,9,60,Keiji Kinebuchi,Stage 1,Lightning,17.14,17.9,holofoil
swsh1-9,Dhelmise V,Pokémon,Rare Holo V,Sword & Shield,2020,9,220,Eske Yoshinob,"Basic, V",Grass,0.66,0.99,holofoil
bw11-10,Sewaddle,Pokémon,Common,Legendary Treasures,2013,10,50,Mitsuhiro Arita,Basic,Grass,0.24,0.25,normal
pop8-2,Lucario,Pokémon,Rare,POP Series 8,2008,2,90,Kent Kanetsuna,Stage 1,Fighting,23.57,38.58,normal
pop4-8,Heal Energy,Energy,Uncommon,POP Series 4,2006,8,,Takumi Akabane,Special,,6.02,11.9,normal
base6-8,Dark Slowbro,Pokémon,Rare Holo,Legendary Collection,2002,8,60,Mitsuhiro Arita,Stage 1,Psychic,38.99,49.99,holofoil
dp4-7,Rotom,Pokémon,Rare Holo,Great Encounters,2008,7,70,Daisuke Ito,Basic,Lightning,14.28,36.23,holofoil
pop9-9,Lopunny,Pokémon,Uncommon,POP Series 9,2009,9,80,Midori Harada,Stage 1,Colorless,1.15,1.0,normal
pop3-8,Donphan,Pokémon,Uncommon,POP Series 3,2006,8,80,Tomoaki Imakuni,Stage 1,Fighting,18.66,23.55,normal
xy6-5,Beautifly,Pokémon,Rare Holo,Roaring Skies,2015,5,130,Midori Harada,Stage 2,Grass,0.86,0.8,holofoil
base2-2,Electrode,Pokémon,Rare Holo,Jungle,1999,2,90,Mitsuhiro Arita,Stage 1,Lightning,,,
bw10-11,Genesect-EX,Pokémon,Rare Holo EX,Plasma Blast,2013,11,170,Eske Yoshinob,"Basic, EX, Team Plasma",Grass,19.14,19.84,holofoil
ecard2-H12,Hypno,Pokémon,Rare Holo,Aquapolis,2003,H12,80,Mitsuhiro Arita,Stage 1,Psychic,106.68,2614.88,holofoil
ecard1-2,Ampharos,Pokémon,Rare Holo,Expedition Base Set,2002,2,100,Atsuko Nishida,Stage 2,Lightning,172.09,158.88,holofoil
bw9-8,Sceptile,Pokémon,Rare Holo,Plasma Freeze,2013,8,130,kawayoo,Stage 2,Grass,5.96,5.46,holofoil
neo1-2,Azumarill,Pokémon,Rare Holo,Neo Genesis,2000,2,70,Ken Sugimori,Stage 1,Water,,,
swsh3-3,Paras,Pokémon,Common,Darkness Ablaze,2020,3,60,Atsuko Nishida,Basic,Grass,0.09,0.15,normal
dp2-3,Ambipom,Pokémon,Rare Holo,Mysterious Treasures,2007,3,80,Kouki Saitou,Stage 1,Colorless,3.7,3.92,holofoil
ex2-4,Dusclops,Pokémon,Rare Holo,Sandstorm,2003,4,70,Midori Harada,Stage 1,Psychic,25.19,44.99,holofoil
pl2-5,Flygon,Pokémon,Rare Holo,Rising Rivals,2009,5,120,Kouki Saitou,Stage 2,Colorless,18.17,19.18,holofoil
xy9-1,Chikorita,Pokémon,Common,BREAKpoint,2016,1,60,Akira Komayama,Basic,Grass,0.17,0.25,normal
sma-SV3,Dartrix,Pokémon,Rare Shiny,Hidden Fates Shiny Vault,2019,SV3,80,Shigenori Negishi,Stage 1,Grass,2.12,2.16,holofoil
base5-9,Dark Hypno,Pokémon,Rare Holo,Team Rocket,2000,9,60,Kagemaru Himeno,Stage 1,Psychic,,,
sm10-2,Caterpie,Pokémon,Common,Unbroken Bonds,2019,2,40,Shibuzoh.,Basic,Grass,0.19,0.25,normal
sm3-9,Ledyba,Pokémon,Common,Burning Shadows,2017,9,60,Ayaka Yoshida,Basic,Grass,0.09,0.17,normal
hsp-HGSS01,Ho-Oh,Pokémon,Promo,HGSS Black Star Promos,2010,HGSS01,80,Takashi Yamaguchi,Basic,Fire,49.27,49.98,holofoil
dc1-1,Team Magma's Numel,Pokémon,Common,Double Crisis,2015,1,70,Akira Komayama,Basic,Fire,1.18,1.18,normal
sm7-4,Scyther,Pokémon,Uncommon,Celestial Storm,2018,4,70,Hajime Kusajima,Basic,Grass,0.41,0.41,normal
sm4-1,Weedle,Pokémon,Common,Crimson Invasion,2017,1,50,Yukiko Baba,Basic,Grass,0.12,0.2,normal
sm12-9,Heracross,Pokémon,Uncommon,Cosmic Eclipse,2019,9,130,Satoshi Shirai,Basic,Grass,0.22,0.24,normal
base6-9,Dark Vaporeon,Pokémon,Rare Holo,Legendary Collection,2002,9,60,Mitsuhiro Arita,Stage 1,Water,104.41,181.84,holofoil
si1-12,Lapras,Pokémon,,Southern Islands,2001,12,70,Naoyo Kimura,Basic,Water,53.49,72.86,normal
base4-10,Mewtwo,Pokémon,Rare Holo,Base Set 2,2000,10,60,Ken Sugimori,Basic,Psychic,53.53,56.21,holofoil
